dia_semana,br,km,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,latitude,longitude,delegacia,classificacao_acidente,postos_policiais_PRF
quarta-feira,BR-381,75.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-23.3766,-46.5641,DEL03-SP,Risco Médio,Alta
terça-feira,BR-280,5.5,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-26.26277,-48.62936,DEL03-SC,Risco Médio,Baixa
sábado,BR-163,69.6,Pleno dia,Crescente,Nublado,Dupla,Não Informado,-26.72449,-53.51359,DEL07-SC,Risco Médio,Alta
quarta-feira,BR-376,10.4,Pleno dia,Crescente,Chuva,Dupla,Não Informado,-23.37602,-51.93855,DEL07-PR,Risco Médio,Baixa
quinta-feira,BR-101,327.5,Plena Noite,Decrescente,Chuva,Dupla,Desvio Temporário,-28.44221,-48.96462,DEL02-SC,Risco Médio,Alta
quarta-feira,BR-116,537.8,Amanhecer,Crescente,Nublado,Dupla,Curva,-24.75687,-48.50514,DEL05-SP,Risco Médio,Alta
quinta-feira,BR-40,447.5,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-19.292,-44.384,DEL02-MG,Risco Médio,Alta
domingo,BR-364,422.0,Anoitecer,Crescente,Nublado,Simples,Reta,-10.4583,-62.45678,DEL03-RO,Risco Médio,Alta
sexta-feira,BR-153,153.9,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-24.18624,-50.21095,DEL07-PR,Risco Baixo,Alta
sexta-feira,BR-116,16.9,Pleno dia,Decrescente,Chuva,Dupla,Curva,-25.10295,-48.70052,DEL01-PR,Risco Médio,Alta
segunda-feira,BR-153,0.5,Pleno dia,Crescente,Ignorado,Simples,Curva,-26.61329,-51.49698,DEL07-SC,Risco Médio,Alta
domingo,BR-101,3.3,Plena Noite,Crescente,Chuva,Dupla,Curva,-7.5328,-34.9909,DEL01-PE,Risco Baixo,Alta
sábado,BR-101,109.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-5.937378,-35.26483,DEL01-RN,Risco Médio,Alta
terça-feira,BR-116,527.7,Pleno dia,Crescente,Céu Claro,Dupla,Curva,-19.77864,-42.13356,DEL06-MG,Risco Médio,Alta
sábado,BR-20,426.7,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-3.864562,-38.51934,DEL01-CE,Risco Médio,Baixa
domingo,BR-101,330.6,Plena Noite,Decrescente,Nublado,Dupla,Reta,-28.45328,-48.97657,DEL02-SC,Risco Médio,Alta
terça-feira,BR-470,155.0,Anoitecer,Decrescente,Céu Claro,Simples,Reta,-28.77159,-51.6176,DEL06-RS,Risco Médio,Baixa
quinta-feira,BR-285,337.2,Pleno dia,Crescente,Sol,Simples,Rotatória,-28.31243,-52.78996,DEL08-RS,Risco Baixo,Baixa
sexta-feira,BR-70,729.1,Plena Noite,Crescente,Céu Claro,Simples,Reta,-16.11237,-57.67016,DEL03-MT,Risco Baixo,Baixa
quarta-feira,BR-60,95.0,Plena Noite,Decrescente,Chuva,Dupla,Reta,-16.3679,-48.939,DEL02-GO,Risco Médio,Média
domingo,BR-50,115.9,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Reta,-16.90673,-47.68238,DEL01-DF,Risco Médio,Média
sábado,BR-116,403.9,Pleno dia,Crescente,Nublado,Dupla,Curva,-24.31698,-47.52799,DEL04-SP,Risco Médio,Alta
domingo,BR-470,226.0,Amanhecer,Decrescente,Nublado,Simples,Curva,-29.25551,-51.51143,DEL06-RS,Risco Médio,Baixa
sábado,BR-153,64.9,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-20.82919,-49.36046,DEL09-SP,Risco Baixo,Alta
domingo,BR-381,688.1,Pleno dia,Decrescente,Nublado,Dupla,Curva,-21.1872,-45.11766,DEL04-MG,Risco Baixo,Alta
domingo,BR-158,6.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-19.13224,-51.70665,DEL08-MS,Risco Baixo,Baixa
sexta-feira,BR-232,63.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-8.1593,-35.433,DEL01-PE,Risco Baixo,Baixa
sábado,BR-60,383.9,Plena Noite,Decrescente,Nublado,Dupla,Não Informado,-17.79936,-50.91734,DEL04-GO,Risco Alto,Média
segunda-feira,BR-174,503.0,Plena Noite,Crescente,Céu Claro,Simples,Viaduto,2.794901,-60.69844,DEL01-RR,Risco Médio,Baixa
segunda-feira,BR-381,546.1,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-20.29623,-44.43843,DEL04-MG,Risco Médio,Alta
sábado,BR-163,1002.0,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de vias,-2.45567,-54.72855,DEL05-PA,Risco Médio,Alta
domingo,BR-40,120.0,Pleno dia,Crescente,Céu Claro,Múltipla,Curva,-22.7807,-43.2856,DEL01-RJ,Risco Alto,Alta
sábado,BR-101,400.0,Anoitecer,Crescente,Céu Claro,Dupla,Reta,-22.84837,-43.76952,DEL01-RJ,Risco Médio,Alta
domingo,BR-20,407.3,Plena Noite,Decrescente,Nublado,Múltipla,Desvio Temporário,-3.7755,-38.66098,DEL01-CE,Risco Médio,Baixa
segunda-feira,BR-407,231.1,Plena Noite,Crescente,Nublado,Simples,Curva,-11.37729,-40.00439,DEL04-BA,Risco Médio,Baixa
sábado,BR-174,894.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-2.888489,-60.03511,DEL01-AM,Risco Médio,Baixa
domingo,BR-153,88.4,Plena Noite,Decrescente,Chuva,Múltipla,Desvio Temporário,-19.12441,-48.96834,DEL15-MG,Risco Médio,Alta
quarta-feira,BR-226,210.2,Pleno dia,Decrescente,Céu Claro,Simples,Curva,-5.485662,-39.67099,DEL02-CE,Risco Baixo,Baixa
quinta-feira,BR-116,150.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-23.21336,-45.89306,DEL02-SP,Risco Médio,Alta
domingo,BR-423,97.2,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,-8.879623,-36.49484,DEL03-PE,Risco Médio,Baixa
quarta-feira,BR-116,189.0,Amanhecer,Crescente,Nublado,Dupla,Reta,-22.7359,-43.5449,DEL01-RJ,Risco Alto,Alta
segunda-feira,BR-116,119.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-25.54456,-49.30146,DEL01-PR,Risco Médio,Alta
quinta-feira,BR-308,10.1,Pleno dia,Decrescente,Sol,Dupla,Reta,-1.365625,-48.35747,DEL01-PA,Risco Médio,Baixa
domingo,BR-116,317.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-11.30682,-38.94076,DEL02-BA,Risco Médio,Alta
quinta-feira,BR-110,47.9,Pleno dia,Crescente,Céu Claro,Simples,Ponte,-5.203384,-37.32563,DEL04-RN,Risco Médio,Baixa
domingo,BR-50,95.8,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-19.0924,-48.18371,DEL15-MG,Risco Médio,Média
sexta-feira,BR-364,518.0,Pleno dia,Crescente,Nublado,Simples,Rotatória,-9.897787,-63.05625,DEL03-RO,Risco Médio,Alta
terça-feira,BR-101,442.7,Pleno dia,Crescente,Nublado,Dupla,Reta,-29.13139,-49.69352,DEL02-SC,Risco Médio,Alta
segunda-feira,BR-101,56.8,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-6.969864,-35.08207,DEL01-PB,Risco Médio,Alta
quarta-feira,BR-242,784.0,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,-12.14093,-44.74489,DEL10-BA,Risco Médio,Baixa
quarta-feira,BR-381,319.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-19.69355,-42.99296,DEL03-MG,Risco Médio,Alta
quarta-feira,BR-277,480.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-25.2858,-52.58222,DEL04-PR,Risco Alto,Média
quarta-feira,BR-40,2.2,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-16.07414,-47.98518,DEL01-DF,Risco Médio,Alta
segunda-feira,BR-476,114.0,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Não Informado,-25.33597,-49.15818,DEL01-PR,Risco Médio,Baixa
quinta-feira,BR-101,82.0,Pleno dia,Decrescente,Sol,Múltipla,Reta,-8.1768,-34.9443,DEL01-PE,Risco Baixo,Alta
sexta-feira,BR-116,7.0,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Curva,-25.08235,-48.615,DEL01-PR,Risco Médio,Alta
sábado,BR-376,214.9,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-23.5952,-51.63798,DEL07-PR,Risco Baixo,Baixa
domingo,BR-101,69.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-8.059516,-34.94581,DEL01-PE,Risco Médio,Alta
segunda-feira,BR-476,126.6,Amanhecer,Crescente,Nublado,Múltipla,Reta,-25.41676,-49.22345,DEL01-PR,Risco Médio,Baixa
domingo,BR-163,834.0,Plena Noite,Decrescente,Nublado,Dupla,Rotatória,-11.86617,-55.49681,DEL06-MT,Risco Médio,Alta
sexta-feira,BR-163,966.0,Anoitecer,Crescente,Nublado,Simples,Curva,-2.681303,-54.85799,DEL05-PA,Risco Médio,Alta
sábado,BR-480,128.3,Pleno dia,Decrescente,Nublado,Múltipla,Interseção de vias,-27.04131,-52.6358,DEL07-SC,Risco Médio,Baixa
segunda-feira,BR-153,10.9,Anoitecer,Crescente,Céu Claro,Simples,Não Informado,-23.07582,-49.93444,DEL07-PR,Risco Médio,Alta
sexta-feira,BR-381,943.8,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-22.87018,-46.35815,DEL16-MG,Risco Médio,Alta
quinta-feira,BR-282,503.9,Pleno dia,Crescente,Céu Claro,Dupla,Curva,-26.88302,-52.40277,DEL07-SC,Risco Médio,Baixa
sábado,BR-116,270.0,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Reta,-23.618,-46.79678,DEL04-SP,Risco Baixo,Alta
sexta-feira,BR-423,125.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-8.960868,-36.74929,DEL03-PE,Risco Baixo,Baixa
terça-feira,BR-70,516.0,Plena Noite,Crescente,Nublado,Simples,Reta,-15.70601,-56.13464,DEL01-MT,Risco Médio,Baixa
terça-feira,BR-101,267.1,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-20.19828,-40.2689,DEL02-ES,Risco Médio,Alta
sexta-feira,BR-282,535.2,Pleno dia,Decrescente,Céu Claro,Simples,Viaduto,-27.0102,-52.64511,DEL07-SC,Risco Baixo,Baixa
sábado,BR-392,257.6,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-30.50181,-53.47575,DEL09-RS,Risco Médio,Média
terça-feira,BR-104,82.6,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-9.446276,-35.83336,DEL01-AL,Risco Médio,Baixa
domingo,BR-104,12.0,Plena Noite,Crescente,Céu Claro,Simples,Curva,-8.97127,-36.01871,DEL01-AL,Risco Médio,Baixa
quinta-feira,BR-262,141.9,Pleno dia,Crescente,Céu Claro,Simples,Curva,-20.22917,-41.37917,DEL01-ES,Risco Médio,Média
sexta-feira,BR-40,517.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-19.8351,-44.08,DEL01-MG,Risco Médio,Alta
sexta-feira,BR-40,21.0,Pleno dia,Decrescente,Nublado,Simples,Curva,-22.1211,-43.1572,DEL06-RJ,Risco Baixo,Alta
domingo,BR-230,311.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-7.002484,-45.45385,DEL05-MA,Risco Médio,Baixa
sexta-feira,BR-392,68.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-31.74854,-52.40231,DEL07-RS,Risco Médio,Média
domingo,BR-101,77.4,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-10.77661,-37.13439,DEL01-SE,Risco Médio,Alta
domingo,BR-116,265.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-29.92523,-51.17764,DEL01-RS,Risco Médio,Alta
domingo,BR-101,391.2,Plena Noite,Crescente,Chuva,Simples,Curva,-20.86587,-40.91283,DEL03-ES,Risco Alto,Alta
quarta-feira,BR-364,424.0,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de vias,-10.44125,-62.46789,DEL03-RO,Risco Médio,Alta
quinta-feira,BR-373,420.4,Pleno dia,Crescente,Chuva,Simples,Não Informado,-25.69482,-52.16079,DEL03-PR,Risco Médio,Baixa
sábado,BR-101,54.5,Pleno dia,Decrescente,Chuva,Dupla,Reta,-6.951,-35.0924,DEL01-PB,Risco Baixo,Alta
sábado,BR-116,220.0,Plena Noite,Decrescente,Chuva,Múltipla,Reta,-23.46473,-46.49794,DEL01-SP,Risco Médio,Alta
terça-feira,BR-290,1.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-29.77327,-57.04779,DEL13-RS,Risco Baixo,Baixa
domingo,BR-401,4.0,Amanhecer,Decrescente,Céu Claro,Dupla,Curva,2.789642,-60.65874,DEL01-RR,Risco Baixo,Baixa
sexta-feira,BR-20,140.0,Anoitecer,Crescente,Nublado,Simples,Curva,-12.68514,-45.93019,DEL10-BA,Risco Alto,Baixa
segunda-feira,BR-158,548.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-13.90175,-52.07359,DEL07-MT,Risco Médio,Baixa
segunda-feira,BR-470,158.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-27.28702,-49.77839,DEL04-SC,Risco Médio,Baixa
domingo,BR-262,167.5,Pleno dia,Crescente,Nublado,Dupla,Curva,-20.2531,-41.56634,DEL01-ES,Risco Alto,Média
quarta-feira,BR-364,11.1,Anoitecer,Crescente,Céu Claro,Simples,Não Informado,-17.26767,-53.2974,DEL02-MT,Risco Alto,Alta
quinta-feira,BR-116,511.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-24.84336,-48.21164,DEL05-SP,Risco Baixo,Alta
quarta-feira,BR-319,62.0,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de vias,-8.766685,-63.88405,DEL01-RO,Risco Médio,Baixa
sexta-feira,BR-70,18.0,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,-15.79109,-48.21096,DEL01-DF,Risco Médio,Baixa
quinta-feira,BR-60,10.7,Plena Noite,Decrescente,Nevoeiro/Neblina,Dupla,Não Informado,-16.11708,-48.31815,DEL01-DF,Risco Baixo,Média
domingo,BR-472,121.4,Plena Noite,Decrescente,Céu Claro,Simples,Curva,-27.6956,-54.167,DEL10-RS,Risco Médio,Baixa
sábado,BR-381,924.4,Pleno dia,Decrescente,Sol,Dupla,Curva,-22.7705,-46.23491,DEL16-MG,Risco Médio,Alta
sexta-feira,BR-40,591.8,Pleno dia,Decrescente,Chuva,Dupla,Reta,-20.37467,-43.90772,DEL05-MG,Risco Médio,Alta
sexta-feira,BR-163,120.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-23.11568,-54.21775,DEL09-MS,Risco Baixo,Alta
quarta-feira,BR-153,662.8,Pleno dia,Decrescente,Sol,Simples,Não Informado,-11.6398,-49.05343,DEL01-TO,Risco Médio,Alta
domingo,BR-163,821.6,Plena Noite,Crescente,Céu Claro,Simples,Reta,-11.98174,-55.51704,DEL06-MT,Risco Médio,Alta
terça-feira,BR-101,417.0,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-22.91294,-43.89732,DEL03-RJ,Risco Médio,Alta
sexta-feira,BR-116,336.8,Pleno dia,Decrescente,Sol,Dupla,Reta,-23.97751,-47.14411,DEL04-SP,Risco Médio,Alta
sexta-feira,BR-364,710.0,Pleno dia,Decrescente,Nublado,Dupla,Reta,-8.784719,-63.86061,DEL01-RO,Risco Médio,Alta
terça-feira,BR-101,212.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-27.6372,-48.6651,DEL01-SC,Risco Médio,Alta
quinta-feira,BR-116,29.0,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,-4.002028,-38.51692,DEL01-CE,Risco Médio,Alta
terça-feira,BR-386,39.0,Pleno dia,Crescente,Sol,Simples,Curva,-27.40117,-53.40479,DEL08-RS,Risco Baixo,Média
sábado,BR-70,9.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-15.78462,-48.13202,DEL01-DF,Risco Baixo,Baixa
domingo,BR-116,275.0,Pleno dia,Crescente,Nublado,Simples,Retorno Regulamentado,-28.00282,-50.53721,DEL05-SC,Risco Médio,Alta
quinta-feira,BR-381,42.7,Plena Noite,Decrescente,Chuva,Dupla,Não Informado,-23.13862,-46.57584,DEL03-SP,Risco Baixo,Alta
terça-feira,BR-101,146.3,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-19.39579,-40.0646,DEL04-ES,Risco Baixo,Alta
terça-feira,BR-158,557.8,Pleno dia,Decrescente,Nublado,Simples,Reta,-14.0869,-52.16097,DEL07-MT,Risco Baixo,Baixa
terça-feira,BR-116,652.0,Pleno dia,Crescente,Nublado,Simples,Reta,-13.62856,-40.09263,DEL03-BA,Risco Médio,Alta
sábado,BR-282,32.7,Pleno dia,Decrescente,Sol,Simples,Rotatória,-27.70437,-48.80481,DEL01-SC,Risco Médio,Baixa
sábado,BR-392,342.1,Pleno dia,Crescente,Nublado,Simples,Reta,-29.80986,-53.7734,DEL09-RS,Risco Baixo,Média
segunda-feira,BR-116,133.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-23.13596,-45.75327,DEL06-SP,Risco Médio,Alta
sexta-feira,BR-40,110.0,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,-22.6829,-43.28549,DEL01-RJ,Risco Médio,Alta
terça-feira,BR-101,629.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-15.72072,-39.45581,DEL05-BA,Risco Médio,Alta
quinta-feira,BR-116,222.2,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-23.473,-46.521,DEL01-SP,Risco Médio,Alta
domingo,BR-267,483.9,Pleno dia,Crescente,Sol,Simples,Reta,-21.47787,-56.16641,DEL05-MS,Risco Médio,Baixa
quinta-feira,BR-158,722.6,Plena Noite,Crescente,Céu Claro,Simples,Reta,-15.25238,-52.18366,DEL07-MT,Risco Baixo,Baixa
quarta-feira,BR-381,69.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-23.34553,-46.56788,DEL03-SP,Risco Médio,Alta
quarta-feira,BR-101,887.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-17.61464,-39.76075,DEL09-BA,Risco Médio,Alta
quarta-feira,BR-226,116.0,Anoitecer,Decrescente,Céu Claro,Simples,Reta,-6.196536,-36.04174,DEL03-RN,Risco Baixo,Baixa
terça-feira,BR-222,230.6,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-3.70483,-40.40355,DEL04-CE,Risco Médio,Baixa
sexta-feira,BR-393,175.9,Amanhecer,Decrescente,Céu Claro,Simples,Reta,-22.1231,-43.20364,DEL05-RJ,Risco Médio,Média
domingo,BR-116,147.0,Pleno dia,Decrescente,Nublado,Dupla,Reta,-29.16034,-51.14479,DEL05-RS,Risco Médio,Alta
sábado,BR-267,165.5,Plena Noite,Crescente,Céu Claro,Simples,Reta,-21.84298,-43.79343,DEL05-MG,Risco Baixo,Baixa
quarta-feira,BR-20,406.5,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-3.769472,-38.66454,DEL01-CE,Risco Médio,Baixa
sábado,BR-343,617.0,Plena Noite,Decrescente,Nublado,Simples,Reta,-6.929653,-43.18681,DEL03-PI,Risco Médio,Baixa
segunda-feira,BR-290,91.0,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-29.96906,-51.16744,DEL01-RS,Risco Médio,Baixa
sexta-feira,BR-116,183.0,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Curva,-27.29292,-50.43357,DEL05-SC,Risco Médio,Alta
quarta-feira,BR-116,17.0,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Curva,-25.10309,-48.7011,DEL01-PR,Risco Médio,Alta
domingo,BR-285,324.7,Amanhecer,Crescente,Céu Claro,Simples,Reta,-28.26927,-52.65913,DEL08-RS,Risco Baixo,Baixa
segunda-feira,BR-101,174.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-27.35798,-48.6326,DEL01-SC,Risco Médio,Alta
segunda-feira,BR-470,184.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-27.25461,-49.94511,DEL04-SC,Risco Baixo,Baixa
domingo,BR-153,86.2,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-20.94035,-49.52635,DEL09-SP,Risco Médio,Alta
quinta-feira,BR-381,511.3,Pleno dia,Crescente,Céu Claro,Múltipla,Não Informado,-20.08463,-44.30994,DEL04-MG,Risco Médio,Alta
terça-feira,BR-20,412.0,Pleno dia,Decrescente,Sol,Simples,Reta,-3.836891,-38.60421,DEL01-CE,Risco Médio,Baixa
domingo,BR-153,660.0,Plena Noite,Crescente,Chuva,Simples,Reta,-11.62242,-49.04762,DEL02-TO,Risco Baixo,Alta
domingo,BR-277,68.0,Pleno dia,Crescente,Sol,Dupla,Reta,-25.54112,-49.06183,DEL01-PR,Risco Médio,Média
terça-feira,BR-163,681.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-18.91333,-54.83934,DEL06-MS,Risco Médio,Alta
domingo,BR-153,6.0,Pleno dia,Crescente,Sol,Dupla,Reta,-18.4699,-49.1884,DEL15-MG,Risco Médio,Alta
sexta-feira,BR-163,563.3,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,-19.78519,-54.36559,DEL01-MS,Risco Médio,Alta
terça-feira,BR-163,711.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-12.99609,-55.8851,DEL06-MT,Risco Médio,Alta
segunda-feira,BR-116,121.5,Pleno dia,Decrescente,Nublado,Simples,Curva,-26.83035,-50.38618,DEL06-SC,Risco Médio,Alta
sexta-feira,BR-116,300.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-30.12369,-51.34923,DEL02-RS,Risco Baixo,Alta
sábado,BR-381,722.5,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-21.4485,-45.2114,DEL04-MG,Risco Baixo,Alta
domingo,BR-116,12.0,Anoitecer,Crescente,Garoa/Chuvisco,Simples,Reta,-14.87118,-40.8715,DEL05-PE,Risco Médio,Alta
sexta-feira,BR-230,20.1,Pleno dia,Crescente,Nublado,Dupla,Não Informado,-7.136955,-34.85412,DEL01-PB,Risco Baixo,Baixa
sábado,BR-386,347.0,Plena Noite,Decrescente,Nublado,Dupla,Viaduto,-29.44682,-51.97437,DEL04-RS,Risco Baixo,Média
sábado,BR-381,876.5,Pleno dia,Decrescente,Nublado,Dupla,Curva,-22.4379,-45.98378,DEL16-MG,Risco Médio,Alta
quinta-feira,BR-101,48.0,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-23.43696,-45.08769,DEL06-SP,Risco Médio,Alta
segunda-feira,BR-116,828.2,Plena Noite,Crescente,Nublado,Simples,Rotatória,-14.89728,-40.8665,DEL08-BA,Risco Médio,Alta
sábado,BR-262,4.7,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de vias,-20.33808,-40.38475,DEL01-ES,Risco Baixo,Média
sexta-feira,BR-116,275.5,Pleno dia,Crescente,Céu Claro,Simples,Interseção de vias,-10.97662,-38.79429,DEL07-BA,Risco Médio,Alta
sexta-feira,BR-40,269.5,Pleno dia,Crescente,Céu Claro,Simples,Curva,-18.17203,-45.28526,DEL14-MG,Risco Médio,Alta
segunda-feira,BR-101,206.9,Plena Noite,Decrescente,Nublado,Dupla,Viaduto,-27.59194,-48.61825,DEL01-SC,Risco Médio,Alta
segunda-feira,BR-101,262.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-22.7133,-42.6203,DEL02-RJ,Risco Baixo,Alta
quinta-feira,BR-116,116.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-25.55217,-49.30505,DEL01-PR,Risco Médio,Alta
domingo,BR-369,502.1,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-24.801,-53.2905,DEL04-PR,Risco Médio,Baixa
sábado,BR-386,35.0,Pleno dia,Crescente,Sol,Simples,Reta,-27.3724,-53.3978,DEL08-RS,Risco Médio,Média
quarta-feira,BR-116,53.9,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-4.196848,-38.47089,DEL03-CE,Risco Baixo,Alta
quinta-feira,BR-222,5.5,Pleno dia,Crescente,Chuva,Dupla,Reta,-3.742969,-38.61331,DEL01-CE,Risco Médio,Baixa
domingo,BR-364,275.3,Plena Noite,Decrescente,Ignorado,Simples,Não Informado,-15.95086,-54.98238,DEL05-MT,Risco Médio,Alta
segunda-feira,BR-60,113.0,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,-16.4572,-49.0567,DEL01-GO,Risco Médio,Média
quinta-feira,BR-230,46.0,Plena Noite,Crescente,Céu Claro,Dupla,Retorno Regulamentado,-7.1635,-35.025,DEL01-PB,Risco Baixo,Baixa
sábado,BR-364,648.0,Plena Noite,Decrescente,Céu Claro,Simples,Desvio Temporário,-8.939251,-63.43127,DEL03-RO,Risco Médio,Alta
domingo,BR-174,160.0,Pleno dia,Decrescente,Nublado,Simples,Curva,-15.80577,-58.39185,DEL03-MT,Risco Médio,Baixa
domingo,BR-251,477.5,Pleno dia,Crescente,Céu Claro,Simples,Reta,-16.46898,-43.48431,DEL12-MG,Risco Alto,Baixa
sexta-feira,BR-376,135.0,Anoitecer,Crescente,Céu Claro,Dupla,Interseção de vias,-23.20194,-52.1969,DEL07-PR,Risco Médio,Baixa
segunda-feira,BR-242,225.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-12.52849,-40.30476,DEL06-BA,Risco Baixo,Baixa
segunda-feira,BR-116,68.4,Pleno dia,Decrescente,Nublado,Dupla,Reta,-22.83589,-45.2201,DEL08-SP,Risco Baixo,Alta
quarta-feira,BR-316,1.0,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Curva,-1.403899,-48.4294,DEL01-PA,Risco Médio,Baixa
sexta-feira,BR-20,429.5,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-3.870677,-38.50121,DEL01-CE,Risco Médio,Baixa
domingo,BR-262,371.5,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-19.95566,-44.36719,DEL01-MG,Risco Baixo,Média
terça-feira,BR-470,131.3,Plena Noite,Crescente,Céu Claro,Simples,Reta,-27.15474,-49.55645,DEL04-SC,Risco Baixo,Baixa
quarta-feira,BR-116,461.6,Plena Noite,Decrescente,Nublado,Simples,Reta,-7.200055,-38.80475,DEL05-CE,Risco Médio,Alta
sexta-feira,BR-40,6.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-22.02617,-43.23147,DEL06-RJ,Risco Médio,Alta
domingo,BR-70,20.5,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,-15.74231,-48.37845,DEL01-DF,Risco Médio,Baixa
segunda-feira,BR-101,209.0,Plena Noite,Decrescente,Chuva,Múltipla,Reta,-27.61001,-48.63895,DEL01-SC,Risco Médio,Alta
segunda-feira,BR-381,873.8,Pleno dia,Crescente,Chuva,Dupla,Curva,-22.42072,-45.96557,DEL16-MG,Risco Médio,Alta
sexta-feira,BR-316,80.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-7.86203,-40.10894,DEL05-PE,Risco Médio,Baixa
segunda-feira,BR-20,194.1,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-5.193425,-39.78257,DEL02-CE,Risco Baixo,Baixa
sábado,BR-174,223.0,Pleno dia,Crescente,Sol,Simples,Reta,-15.34237,-58.86684,DEL04-MT,Risco Médio,Baixa
